month,account_id,plan,seats,mrr
2026-01-01,10011,Pro,11,2189.0
2026-02-01,10011,Pro,11,2189.0
2026-03-01,10011,Pro,12,2388.0
2026-04-01,10011,Pro,12,2388.0
2026-05-01,10011,Pro,12,2388.0
2026-06-01,10011,Pro,12,2388.0
2026-07-01,10011,Pro,12,2388.0
2026-08-01,10011,Pro,12,2388.0
2026-08-01,10012,Pro,6,1194.0
2026-03-01,10013,Enterprise,120,155880.0
2026-04-01,10013,Enterprise,122,158478.0
2026-05-01,10013,Enterprise,124,161076.00000000003
2026-06-01,10013,Enterprise,125,162375.0
2026-07-01,10013,Enterprise,127,164973.0
2026-08-01,10013,Enterprise,129,167571.0
2026-04-01,10014,Enterprise,38,49362.0
2026-05-01,10014,Enterprise,39,50661.00000000001
2026-06-01,10014,Enterprise,39,50661.00000000001
2026-07-01,10014,Enterprise,40,51960.0
2026-08-01,10014,Enterprise,40,51960.0
2026-03-01,10015,Starter,3,237.0
2026-04-01,10015,Starter,3,237.0
2026-05-01,10015,Starter,3,237.0
2026-06-01,10015,Starter,3,237.0
2026-07-01,10015,Starter,3,237.0
2026-08-01,10015,Starter,3,237.0
2026-04-01,10016,Pro,5,995.0
2026-05-01,10016,Pro,5,995.0
2026-06-01,10016,Pro,5,995.0
2026-07-01,10016,Pro,5,995.0
2026-08-01,10016,Pro,5,995.0
2025-11-01,10017,Business,33,16467.0
2025-12-01,10017,Business,33,16467.0
2026-01-01,10017,Business,34,16966.0
2026-02-01,10017,Business,34,16966.0
2026-03-01,10017,Business,35,17465.0
2026-04-01,10017,Business,35,17465.0
2026-05-01,10017,Business,36,17964.0
2026-06-01,10017,Business,36,17964.0
2026-07-01,10017,Business,37,18463.0
2026-08-01,10017,Business,37,18463.0
2025-03-01,10018,Starter,4,316.0
2025-04-01,10018,Starter,4,316.0
2025-05-01,10018,Starter,4,316.0
2025-06-01,10018,Starter,4,316.0
2025-07-01,10018,Starter,4,316.0
2025-08-01,10018,Starter,4,316.0
2025-09-01,10018,Starter,4,316.0
2025-10-01,10018,Starter,4,316.0
2025-11-01,10018,Starter,4,316.0
2025-12-01,10018,Starter,5,395.0
2026-01-01,10018,Starter,5,395.0
2026-02-01,10018,Starter,5,395.0
2026-03-01,10018,Starter,5,395.0
2026-04-01,10018,Starter,5,395.0
2026-05-01,10018,Starter,5,395.0
2026-06-01,10018,Starter,5,395.0
2026-07-01,10018,Starter,5,395.0
2026-08-01,10018,Starter,5,395.0
2026-05-01,10019,Starter,3,237.0
2026-06-01,10019,Starter,3,237.0
2026-07-01,10019,Starter,3,237.0
2026-08-01,10019,Starter,3,237.0
2025-09-01,10020,Starter,2,158.0
2025-10-01,10020,Starter,2,158.0
2025-11-01,10020,Starter,2,158.0
2025-12-01,10020,Starter,2,158.0
2026-01-01,10020,Starter,2,158.0
2026-02-01,10020,Starter,2,158.0
2026-03-01,10020,Starter,2,158.0
2026-04-01,10020,Starter,2,158.0
2026-05-01,10020,Starter,2,158.0
2026-06-01,10020,Starter,2,158.0
2026-07-01,10020,Starter,2,158.0
2026-08-01,10020,Starter,2,158.0
2025-10-01,10021,Business,19,9481.0
2025-11-01,10021,Business,19,9481.0
2025-12-01,10021,Business,20,9980.0
2026-01-01,10021,Business,20,9980.0
2026-02-01,10021,Business,20,9980.0
2026-03-01,10021,Business,20,9980.0
2026-04-01,10021,Business,21,10479.000000000002
2026-05-01,10021,Business,21,10479.000000000002
2026-06-01,10021,Business,21,10479.000000000002
2026-07-01,10021,Business,22,10978.0
2026-08-01,10021,Business,22,10978.0
2025-08-01,10022,Pro,5,995.0
2025-09-01,10022,Pro,5,995.0
2025-10-01,10022,Pro,5,995.0
2025-11-01,10022,Pro,5,995.0
2025-12-01,10022,Pro,5,995.0
2026-01-01,10022,Pro,5,995.0
2026-02-01,10022,Pro,5,995.0
2026-03-01,10022,Pro,6,1194.0
2026-04-01,10022,Pro,6,1194.0
2026-05-01,10022,Pro,6,1194.0
2026-06-01,10022,Pro,6,1194.0
2026-07-01,10022,Pro,6,1194.0
2026-08-01,10022,Pro,6,1194.0
2025-04-01,10023,Enterprise,75,97425.0
2025-05-01,10023,Enterprise,76,98724.00000000001
2025-06-01,10023,Enterprise,77,100023.0
2025-07-01,10023,Enterprise,78,101322.0
2025-08-01,10023,Enterprise,80,103920.0
2025-09-01,10023,Enterprise,81,105219.0
2025-10-01,10023,Enterprise,82,106518.0
2025-11-01,10023,Enterprise,83,107817.0
2025-12-01,10023,Enterprise,84,109116.00000000001
2026-01-01,10023,Enterprise,85,110415.0
2026-02-01,10023,Enterprise,86,111714.0
2026-03-01,10023,Enterprise,87,113012.99999999999
2026-04-01,10023,Enterprise,88,114312.0
2026-05-01,10023,Enterprise,88,114312.0
2026-06-01,10023,Enterprise,88,114312.0
2026-07-01,10023,Enterprise,88,114312.0
2026-08-01,10023,Enterprise,88,114312.0
2026-07-01,10024,Pro,11,2189.0
2026-08-01,10024,Pro,11,2189.0
2026-04-01,10025,Enterprise,47,61053.0
2026-05-01,10025,Enterprise,48,62351.99999999999
2026-06-01,10025,Enterprise,48,62351.99999999999
2026-07-01,10025,Enterprise,49,63651.00000000001
2026-08-01,10025,Enterprise,50,64950.0
2026-01-01,10026,Starter,1,79.0
2026-02-01,10026,Starter,1,79.0
2026-03-01,10026,Starter,1,79.0
2026-04-01,10026,Starter,1,79.0
2026-05-01,10026,Starter,1,79.0
2026-06-01,10026,Starter,1,79.0
2026-07-01,10026,Starter,1,79.0
2026-08-01,10026,Starter,1,79.0
2025-08-01,10027,Business,13,6487.0
2025-09-01,10027,Business,13,6487.0
2025-10-01,10027,Business,13,6487.0
2025-11-01,10027,Business,14,6986.0
2025-12-01,10027,Business,14,6986.0
2026-01-01,10027,Business,14,6986.0
2026-02-01,10027,Business,14,6986.0
2026-03-01,10027,Business,14,6986.0
2026-04-01,10027,Business,15,7484.999999999999
2026-05-01,10027,Business,15,7484.999999999999
2026-06-01,10027,Business,15,7484.999999999999
2026-07-01,10027,Business,15,7484.999999999999
2026-08-01,10027,Business,15,7484.999999999999
2026-05-01,10028,Starter,4,316.0
2026-06-01,10028,Starter,4,316.0
2026-07-01,10028,Starter,4,316.0
2026-08-01,10028,Starter,4,316.0
2025-11-01,10029,Pro,12,2388.0
2025-12-01,10029,Pro,12,2388.0
2026-01-01,10029,Pro,12,2388.0
2026-02-01,10029,Pro,13,2587.0
2026-03-01,10029,Pro,13,2587.0
2026-04-01,10029,Pro,13,2587.0
2026-05-01,10029,Pro,13,2587.0
2026-06-01,10029,Pro,13,2587.0
2026-07-01,10029,Pro,13,2587.0
2026-08-01,10029,Pro,14,2786.0
2025-09-01,10030,Business,27,13473.0
2025-10-01,10030,Business,27,13473.0
2025-11-01,10030,Business,28,13972.0
2025-12-01,10030,Business,28,13972.0
2026-01-01,10030,Business,29,14471.000000000002
2026-02-01,10030,Business,29,14471.000000000002
2026-03-01,10030,Business,29,14471.000000000002
2026-04-01,10030,Business,30,14970.0
2026-05-01,10030,Business,30,14970.0
2026-06-01,10030,Business,31,15469.0
2026-07-01,10030,Business,31,15469.0
2026-08-01,10030,Business,31,15469.0
2025-09-01,10031,Business,10,4990.0
2025-10-01,10031,Business,10,4990.0
2025-11-01,10031,Business,10,4990.0
2025-12-01,10031,Business,10,4990.0
2026-01-01,10031,Business,11,5489.0
2026-02-01,10031,Business,11,5489.0
2026-03-01,10031,Business,11,5489.0
2026-04-01,10031,Business,11,5489.0
2026-05-01,10031,Business,11,5489.0
2026-06-01,10031,Business,11,5489.0
2026-07-01,10031,Business,12,5988.0
2026-08-01,10031,Business,12,5988.0
2025-05-01,10032,Business,20,9980.0
2025-06-01,10032,Business,20,9980.0
2025-07-01,10032,Business,21,10479.0
2025-08-01,10032,Business,21,10479.0
2025-09-01,10032,Business,21,10479.0
2025-10-01,10032,Business,22,10978.0
2025-11-01,10032,Business,22,10978.0
2025-12-01,10032,Business,22,10978.0
2026-01-01,10032,Business,22,10978.0
2026-02-01,10032,Business,23,11477.0
2026-03-01,10032,Business,23,11477.0
2026-04-01,10032,Business,23,11477.0
2026-05-01,10032,Business,24,11976.0
2026-06-01,10032,Business,24,11976.0
2026-07-01,10032,Business,24,11976.0
2026-08-01,10032,Business,24,11976.0
2025-02-01,10033,Starter,4,316.0
2025-03-01,10033,Starter,4,316.0
2025-04-01,10033,Starter,4,316.0
2025-05-01,10033,Starter,4,316.0
2025-06-01,10033,Starter,4,316.0
2025-07-01,10033,Starter,4,316.0
2025-08-01,10033,Starter,4,316.0
2025-09-01,10033,Starter,4,316.0
2025-10-01,10033,Starter,4,316.0
2025-11-01,10033,Starter,5,395.0
2025-12-01,10033,Starter,5,395.0
2026-01-01,10033,Starter,5,395.0
2026-02-01,10033,Starter,5,395.0
2026-03-01,10033,Starter,5,395.0
2026-04-01,10033,Starter,5,395.0
2026-05-01,10033,Starter,5,395.0
2026-06-01,10033,Starter,5,395.0
2026-07-01,10033,Starter,5,395.0
2026-08-01,10033,Starter,5,395.0
2025-11-01,10034,Starter,2,158.0
2025-12-01,10034,Starter,2,158.0
2026-01-01,10034,Starter,2,158.0
2026-02-01,10034,Starter,2,158.0
2026-03-01,10034,Starter,2,158.0
2026-04-01,10034,Starter,2,158.0
2026-05-01,10034,Starter,2,158.0
2026-06-01,10034,Starter,2,158.0
2026-07-01,10034,Starter,2,158.0
2026-08-01,10034,Starter,2,158.0
2026-06-01,10035,Starter,3,237.0
2026-07-01,10035,Starter,3,237.0
2026-08-01,10035,Starter,3,237.0
2025-02-01,10036,Starter,3,237.0
2025-03-01,10036,Starter,3,237.0
2025-04-01,10036,Starter,3,237.0
2025-05-01,10036,Starter,3,237.0
2025-06-01,10036,Starter,3,237.0
2025-07-01,10036,Starter,3,237.0
2025-08-01,10036,Starter,3,237.0
2025-09-01,10036,Starter,3,237.0
2025-10-01,10036,Starter,3,237.0
2025-11-01,10036,Starter,3,237.0
2025-12-01,10036,Starter,3,237.0
2026-01-01,10036,Starter,3,237.0
2026-02-01,10036,Starter,4,316.0
2026-03-01,10036,Starter,4,316.0
2026-04-01,10036,Starter,4,316.0
2026-05-01,10036,Starter,4,316.0
2026-06-01,10036,Starter,4,316.0
2026-07-01,10036,Starter,4,316.0
2026-08-01,10036,Starter,4,316.0
2026-05-01,10037,Pro,7,1393.0
2026-06-01,10037,Pro,7,1393.0
2026-07-01,10037,Pro,7,1393.0
2026-08-01,10037,Pro,7,1393.0
2026-05-01,10038,Pro,4,796.0
2026-06-01,10038,Pro,4,796.0
2026-07-01,10038,Pro,4,796.0
2026-08-01,10038,Pro,4,796.0
2025-06-01,10039,Business,16,7984.0
2025-07-01,10039,Business,16,7984.0
2025-08-01,10039,Business,16,7984.0
2025-09-01,10039,Business,17,8483.0
2025-10-01,10039,Business,17,8483.0
2025-11-01,10039,Business,17,8483.0
2025-12-01,10039,Business,17,8483.0
2026-01-01,10039,Business,18,8982.0
2026-02-01,10039,Business,18,8982.0
2026-03-01,10039,Business,18,8982.0
2026-04-01,10039,Business,18,8982.0
2026-05-01,10039,Business,19,9481.0
2026-06-01,10039,Business,19,9481.0
2026-07-01,10039,Business,19,9481.0
2026-08-01,10039,Business,19,9481.0
2026-01-01,10040,Business,16,7984.0
2026-02-01,10040,Business,16,7984.0
2026-03-01,10040,Business,16,7984.0
2026-04-01,10040,Business,17,8483.0
2026-05-01,10040,Business,17,8483.0
2026-06-01,10040,Business,17,8483.0
2026-07-01,10040,Business,17,8483.0
2026-08-01,10040,Business,18,8982.0
2025-04-01,10041,Pro,8,1592.0
2025-05-01,10041,Pro,8,1592.0
2025-06-01,10041,Pro,8,1592.0
2025-07-01,10041,Pro,8,1592.0
2025-08-01,10041,Pro,8,1592.0
2025-09-01,10041,Pro,9,1791.0
2025-10-01,10041,Pro,9,1791.0
2025-11-01,10041,Pro,9,1791.0
2025-12-01,10041,Pro,9,1791.0
2026-01-01,10041,Pro,9,1791.0
2026-02-01,10041,Pro,9,1791.0
2026-03-01,10041,Pro,9,1791.0
2026-04-01,10041,Pro,9,1791.0
2026-05-01,10041,Pro,9,1791.0
2026-06-01,10041,Pro,9,1791.0
2026-07-01,10041,Pro,9,1791.0
2026-08-01,10041,Pro,9,1791.0
2026-03-01,10042,Business,15,7485.0
2026-04-01,10042,Business,15,7485.0
2026-05-01,10042,Business,15,7485.0
2026-06-01,10042,Business,16,7984.0
2026-07-01,10042,Business,16,7984.0
2026-08-01,10042,Business,16,7984.0
2026-02-01,10043,Starter,3,237.0
2026-03-01,10043,Starter,3,237.0
2026-04-01,10043,Starter,3,237.0
2026-05-01,10043,Starter,3,237.0
2026-06-01,10043,Starter,3,237.0
2026-07-01,10043,Starter,3,237.0
2026-08-01,10043,Starter,3,237.0
2025-08-01,10044,Starter,3,237.0
2025-09-01,10044,Starter,3,237.0
2025-10-01,10044,Starter,3,237.0
2025-11-01,10044,Starter,3,237.0
2025-12-01,10044,Starter,3,237.0
2026-01-01,10044,Starter,3,237.0
2026-02-01,10044,Starter,3,237.0
2026-03-01,10044,Starter,3,237.0
2026-04-01,10044,Starter,3,237.0
2026-05-01,10044,Starter,3,237.0
2026-06-01,10044,Starter,3,237.0
2026-07-01,10044,Starter,3,237.0
2026-08-01,10044,Starter,4,316.0
2025-02-01,10045,Pro,9,1791.0
2025-03-01,10045,Pro,9,1791.0
2025-04-01,10045,Pro,9,1791.0
2025-05-01,10045,Pro,9,1791.0
2025-06-01,10045,Pro,10,1990.0
2025-07-01,10045,Pro,10,1990.0
2025-08-01,10045,Pro,10,1990.0
2025-09-01,10045,Pro,10,1990.0
2025-10-01,10045,Pro,10,1990.0
2025-11-01,10045,Pro,10,1990.0
2025-12-01,10045,Pro,10,1990.0
2026-01-01,10045,Pro,10,1990.0
2026-02-01,10045,Pro,11,2189.0
2026-03-01,10045,Pro,11,2189.0
2026-04-01,10045,Pro,11,2189.0
2026-05-01,10045,Pro,11,2189.0
2026-06-01,10045,Pro,11,2189.0
2026-07-01,10045,Pro,11,2189.0
2026-08-01,10045,Pro,11,2189.0
2026-08-01,10046,Business,16,7984.0
2025-09-01,10047,Starter,3,237.0
2025-10-01,10047,Starter,3,237.0
2025-11-01,10047,Starter,3,237.0
2025-12-01,10047,Starter,3,237.0
2026-01-01,10047,Starter,3,237.0
2026-02-01,10047,Starter,3,237.0
2026-03-01,10047,Starter,3,237.0
2026-04-01,10047,Starter,3,237.0
2026-05-01,10047,Starter,3,237.0
2026-06-01,10047,Starter,3,237.0
2026-07-01,10047,Starter,3,237.0
2026-08-01,10047,Starter,3,237.0
2026-06-01,10048,Pro,8,1592.0
2026-07-01,10048,Pro,8,1592.0
2026-08-01,10048,Pro,8,1592.0
2026-02-01,10049,Pro,4,796.0
2026-03-01,10049,Pro,4,796.0
2026-04-01,10049,Pro,4,796.0
2026-05-01,10049,Pro,4,796.0
2026-06-01,10049,Pro,4,796.0
2026-07-01,10049,Pro,4,796.0
2026-08-01,10049,Pro,4,796.0
2026-04-01,10050,Starter,4,316.0
2026-05-01,10050,Starter,4,316.0
2026-06-01,10050,Starter,4,316.0
2026-07-01,10050,Starter,4,316.0
2026-08-01,10050,Starter,4,316.0
2026-04-01,10051,Starter,3,237.0
2026-05-01,10051,Starter,3,237.0
2026-06-01,10051,Starter,3,237.0
2026-07-01,10051,Starter,3,237.0
2026-08-01,10051,Starter,3,237.0
2025-04-01,10052,Business,18,8982.0
2025-05-01,10052,Business,18,8982.0
2025-06-01,10052,Business,19,9481.0
2025-07-01,10052,Business,19,9481.0
2025-08-01,10052,Business,19,9481.0
2025-09-01,10052,Business,19,9481.0
2025-10-01,10052,Business,20,9980.0
2025-11-01,10052,Business,20,9980.0
2025-12-01,10052,Business,20,9980.0
2026-01-01,10052,Business,20,9980.0
2026-02-01,10052,Business,21,10479.0
2026-03-01,10052,Business,21,10479.0
2026-04-01,10052,Business,21,10479.0
2026-05-01,10052,Business,21,10479.0
2026-06-01,10052,Business,21,10479.0
2026-07-01,10052,Business,21,10479.0
2026-08-01,10052,Business,21,10479.0
2025-08-01,10053,Pro,11,2189.0
2025-09-01,10053,Pro,11,2189.0
2025-10-01,10053,Pro,11,2189.0
2025-11-01,10053,Pro,11,2189.0
2025-12-01,10053,Pro,12,2388.0
2026-01-01,10053,Pro,12,2388.0
2026-02-01,10053,Pro,12,2388.0
2026-03-01,10053,Pro,12,2388.0
2026-04-01,10053,Pro,12,2388.0
2026-05-01,10053,Pro,12,2388.0
2026-06-01,10053,Pro,13,2587.0
2026-07-01,10053,Pro,13,2587.0
2026-08-01,10053,Pro,13,2587.0
2025-10-01,10054,Starter,2,158.0
2025-11-01,10054,Starter,2,158.0
2025-12-01,10054,Starter,2,158.0
2026-01-01,10054,Starter,2,158.0
2026-02-01,10054,Starter,2,158.0
2026-03-01,10054,Starter,2,158.0
2026-04-01,10054,Starter,2,158.0
2026-05-01,10054,Starter,2,158.0
2026-06-01,10054,Starter,2,158.0
2026-07-01,10054,Starter,2,158.0
2026-08-01,10054,Starter,2,158.0
2025-10-01,10055,Business,9,4491.0
2025-11-01,10055,Business,9,4491.0
2025-12-01,10055,Business,9,4491.0
2026-01-01,10055,Business,9,4491.0
2026-02-01,10055,Business,10,4990.0
2026-03-01,10055,Business,10,4990.0
2026-04-01,10055,Business,10,4990.0
2026-05-01,10055,Business,10,4990.0
2026-06-01,10055,Business,10,4990.0
2026-07-01,10055,Business,10,4990.0
2026-08-01,10055,Business,10,4990.0
2025-01-01,10056,Starter,3,237.0
2025-02-01,10056,Starter,3,237.0
2025-03-01,10056,Starter,3,237.0
2025-04-01,10056,Starter,3,237.0
2025-05-01,10056,Starter,3,237.0
2025-06-01,10056,Starter,3,237.0
2025-07-01,10056,Starter,3,237.0
2025-08-01,10056,Starter,3,237.0
2025-09-01,10056,Starter,3,237.0
2025-10-01,10056,Starter,3,237.0
2025-11-01,10056,Starter,3,237.0
2025-12-01,10056,Starter,3,237.0
2026-01-01,10056,Starter,4,316.0
2026-02-01,10056,Starter,4,316.0
2026-03-01,10056,Starter,4,316.0
2026-04-01,10056,Starter,4,316.0
2026-05-01,10056,Starter,4,316.0
2026-06-01,10056,Starter,4,316.0
2026-07-01,10056,Starter,4,316.0
2026-08-01,10056,Starter,4,316.0
2025-11-01,10057,Business,18,8982.0
2025-12-01,10057,Business,18,8982.0
2026-01-01,10057,Business,19,9481.0
2026-02-01,10057,Business,19,9481.0
2026-03-01,10057,Business,19,9481.0
2026-04-01,10057,Business,19,9481.0
2026-05-01,10057,Business,20,9980.0
2026-06-01,10057,Business,20,9980.0
2026-07-01,10057,Business,20,9980.0
2026-08-01,10057,Business,20,9980.0
2025-04-01,10058,Starter,3,237.0
2025-05-01,10058,Starter,3,237.0
2025-06-01,10058,Starter,3,237.0
2025-07-01,10058,Starter,3,237.0
2025-08-01,10058,Starter,3,237.0
2025-09-01,10058,Starter,3,237.0
2025-10-01,10058,Starter,3,237.0
2025-11-01,10058,Starter,3,237.0
2025-12-01,10058,Starter,3,237.0
2026-01-01,10058,Starter,3,237.0
2026-02-01,10058,Starter,3,237.0
2026-03-01,10058,Starter,3,237.0
2026-04-01,10058,Starter,4,316.0
2026-05-01,10058,Starter,4,316.0
2026-06-01,10058,Starter,4,316.0
2026-07-01,10058,Starter,4,316.0
2026-08-01,10058,Starter,4,316.0
2026-03-01,10059,Pro,7,1393.0
2026-04-01,10059,Pro,7,1393.0
2026-05-01,10059,Pro,7,1393.0
2026-06-01,10059,Pro,7,1393.0
2026-07-01,10059,Pro,7,1393.0
2026-08-01,10059,Pro,8,1592.0
2026-02-01,10060,Starter,4,316.0
2026-03-01,10060,Starter,4,316.0
2026-04-01,10060,Starter,4,316.0
2026-05-01,10060,Starter,4,316.0
2026-06-01,10060,Starter,4,316.0
2026-07-01,10060,Starter,4,316.0
2026-08-01,10060,Starter,4,316.0
2026-07-01,10061,Starter,4,316.0
2026-08-01,10061,Starter,4,316.0
2026-03-01,10062,Business,21,10479.0
2026-04-01,10062,Business,21,10479.0
2026-05-01,10062,Business,22,10978.0
2026-06-01,10062,Business,22,10978.0
2026-07-01,10062,Business,22,10978.0
2026-08-01,10062,Business,23,11477.000000000002
2025-08-01,10063,Starter,3,237.0
2025-09-01,10063,Starter,3,237.0
2025-10-01,10063,Starter,3,237.0
2025-11-01,10063,Starter,3,237.0
2025-12-01,10063,Starter,3,237.0
2026-01-01,10063,Starter,3,237.0
2026-02-01,10063,Starter,3,237.0
2026-03-01,10063,Starter,3,237.0
2026-04-01,10063,Starter,3,237.0
2026-05-01,10063,Starter,3,237.0
2026-06-01,10063,Starter,3,237.0
2026-07-01,10063,Starter,3,237.0
2026-08-01,10063,Starter,4,316.0
2026-08-01,10064,Starter,1,79.0
2025-09-01,10065,Starter,4,316.0
2025-10-01,10065,Starter,4,316.0
2025-11-01,10065,Starter,4,316.0
2025-12-01,10065,Starter,4,316.0
2026-01-01,10065,Starter,4,316.0
2026-02-01,10065,Starter,4,316.0
2026-03-01,10065,Starter,4,316.0
2026-04-01,10065,Starter,4,316.0
2026-05-01,10065,Starter,4,316.0
2026-06-01,10065,Starter,5,395.0
2026-07-01,10065,Starter,5,395.0
2026-08-01,10065,Starter,5,395.0
2025-07-01,10066,Pro,12,2388.0
2025-08-01,10066,Pro,12,2388.0
2025-09-01,10066,Pro,12,2388.0
2025-10-01,10066,Pro,13,2587.0
2025-11-01,10066,Pro,13,2587.0
2025-12-01,10066,Pro,13,2587.0
2026-01-01,10066,Pro,13,2587.0
2026-02-01,10066,Pro,13,2587.0
2026-03-01,10066,Pro,13,2587.0
2026-04-01,10066,Pro,14,2786.0
2026-05-01,10066,Pro,14,2786.0
2026-06-01,10066,Pro,14,2786.0
2026-07-01,10066,Pro,14,2786.0
2026-08-01,10066,Pro,14,2786.0
2026-06-01,10067,Business,23,11477.0
2026-07-01,10067,Business,23,11477.0
2026-08-01,10067,Business,24,11976.0
2025-08-01,10068,Enterprise,33,42867.0
2025-09-01,10068,Enterprise,33,42867.0
2025-10-01,10068,Enterprise,34,44166.0
2025-11-01,10068,Enterprise,34,44166.0
2025-12-01,10068,Enterprise,35,45465.0
2026-01-01,10068,Enterprise,35,45465.0
2026-02-01,10068,Enterprise,36,46764.0
2026-03-01,10068,Enterprise,36,46764.0
2026-04-01,10068,Enterprise,37,48062.99999999999
2026-05-01,10068,Enterprise,37,48062.99999999999
2026-06-01,10068,Enterprise,38,49362.00000000001
2026-07-01,10068,Enterprise,38,49362.00000000001
2026-08-01,10068,Enterprise,39,50661.0
2025-02-01,10069,Starter,4,316.0
2025-03-01,10069,Starter,4,316.0
2025-04-01,10069,Starter,4,316.0
2025-05-01,10069,Starter,4,316.0
2025-06-01,10069,Starter,4,316.0
2025-07-01,10069,Starter,4,316.0
2025-08-01,10069,Starter,4,316.0
2025-09-01,10069,Starter,4,316.0
2025-10-01,10069,Starter,4,316.0
2025-11-01,10069,Starter,5,395.0
2025-12-01,10069,Starter,5,395.0
