route,origin_city,dest_city,operating_profit,operating_margin_pct,load_factor,q1_to_q4_growth_pct,route_health_score,recommendation
DFW-DEN,Dallas/Fort Worth,Denver,1331265.9999999995,37.035185905329605,0.8432889804686644,23.262548262548265,55.208028056799854,EXPAND
DFW-LAX,Dallas/Fort Worth,Los Angeles,2227884.7700000005,38.57763380149564,0.8349943817480092,151.48538572113083,55.17345699897793,EXPAND
IAH-DFW,Houston,Dallas/Fort Worth,891467.7,42.25904715313498,0.7876007266290931,195.47878012369375,54.685897058326304,EXPAND
BOI-ATL,Boise,Atlanta,3146647.2800000003,39.62165930880365,0.8255879586077141,139.58896700919416,54.67373513233134,EXPAND
ORD-BOI,Chicago O'Hare,Boise,3168844.419999999,41.06013571153843,0.8210675834242542,137.42170135380886,54.58629315286186,EXPAND
STL-ORD,St. Louis,Chicago O'Hare,1567941.37,51.022695763229954,0.8056439250333789,19.744359446112135,54.52595773652469,EXPAND
DFW-IAH,Dallas/Fort Worth,Houston,1442073.99,51.49340090577744,0.8090209575982557,12.91573148337074,54.291831373969046,EXPAND
ORD-ATL,Chicago O'Hare,Atlanta,1374223.58,33.416932835799685,0.8536156868671604,17.385943279901355,54.060466428000396,EXPAND
GEG-ORD,Spokane,Chicago O'Hare,4402985.61,46.808404139958014,0.8468751065498312,-20.289259594050456,53.90077915905328,EXPAND
DFW-PHX,Dallas/Fort Worth,Phoenix,2703976.25,42.511786004882985,0.8645614790108845,1.235839340885685,53.88744520015247,EXPAND
GEG-SEA,Spokane,Seattle-Tacoma,1564968.5799999998,50.9949584980847,0.7979411526302991,8.13321647677476,53.756628184973984,EXPAND
ATL-GEG,Atlanta,Spokane,2600875.13,31.3548114274146,0.8547996959155936,167.40834922653104,53.743801771407185,EXPAND
DFW-STL,Dallas/Fort Worth,St. Louis,1874179.51,41.59909028617928,0.8892595664875392,-46.669702094445164,53.314932614834746,EXPAND
ATL-IAH,Atlanta,Houston,2542197.91,44.36450611123232,0.8604566929133858,-23.558669001751316,53.30342268849606,EXPAND
BOS-JFK,Boston,New York JFK,1126537.44,59.77045565247232,0.8007645663063538,-0.8704690139015201,52.986139978985435,EXPAND
MIA-JFK,Miami,New York JFK,2817175.31,44.12815887028292,0.8936786855317207,4.494616912302707,52.98518154244316,EXPAND
ORD-STL,Chicago O'Hare,St. Louis,767707.5100000002,36.94210863936053,0.7770912547528517,247.6179245283019,52.940455772171724,EXPAND
STL-DFW,St. Louis,Dallas/Fort Worth,1462332.6700000002,41.113283193604666,0.8343709495782249,66.17522453821387,52.83175055069933,EXPAND
JFK-DEN,New York JFK,Denver,4444696.5600000005,45.367271923654414,0.8454142567415308,-35.83765112262521,52.711370304162266,EXPAND
LAS-PHX,Las Vegas,Phoenix,876734.3600000001,47.15296606321536,0.8776581546400926,3.849407783417936,52.21316207580748,EXPAND
DFW-TUL,Dallas/Fort Worth,Tulsa,1315321.42,48.918307678454845,0.8012863534675615,15.913006029285098,52.0775444465473,MAINTAIN
JFK-LAX,New York JFK,Los Angeles,4286135.11,46.0677724522489,0.844812976637211,75.93032462391133,52.042034898370304,MAINTAIN
PHX-LAS,Phoenix,Las Vegas,929596.48,52.527473255215895,0.8241862457170828,32.6442721791559,51.805651110878934,MAINTAIN
SLC-SEA,Salt Lake City,Seattle-Tacoma,1925122.13,39.46449123436712,0.8633938925396212,-11.561849229487715,51.64240071862606,MAINTAIN
PDX-SEA,Portland,Seattle-Tacoma,1002010.4099999998,59.63406773670536,0.726657003557781,-0.8462309319674869,50.95298166834602,MAINTAIN
DEN-ATL,Denver,Atlanta,1709099.1400000006,28.58681643304713,0.7935006084001175,154.88384371700107,50.92791595559224,MAINTAIN
BOS-DEN,Boston,Denver,1276050.9500000002,22.768055131893146,0.8296747440715304,312.5827814569536,50.898441953372966,MAINTAIN
DEN-JFK,Denver,New York JFK,4385876.48,48.00097268951086,0.7984281624104071,-9.574851378130067,50.86744816706476,MAINTAIN
TUL-ORD,Tulsa,Chicago O'Hare,1812016.12,43.27230162226224,0.8275013776273321,11.7603550295858,50.565530960995865,MAINTAIN
DEN-BIL,Denver,Billings,1894655.7099999995,44.08187156509428,0.8109261700725116,35.346112886048985,50.49937676074071,MAINTAIN
DFW-BOI,Dallas/Fort Worth,Boise,2013437.8599999996,36.2737511043973,0.8553280526079808,51.82639434406913,50.37185645013034,MAINTAIN
IAH-ATL,Houston,Atlanta,2175594.41,44.96314864106986,0.8139341228719467,0.3836203051119636,49.89275623094078,MAINTAIN
GEG-DFW,Spokane,Dallas/Fort Worth,3572756.6900000004,41.32038826485129,0.7881369851763643,101.08620689655172,49.78077243506487,MAINTAIN
ORD-FAR,Chicago O'Hare,Fargo,1694327.67,41.452781444895976,0.8354093167254661,0.2728661864221786,49.74683937553724,MAINTAIN
PHX-SEA,Phoenix,Seattle-Tacoma,3058761.130000001,39.847628408321526,0.8465872478231417,-15.668643581404249,49.71570311393407,MAINTAIN
ATL-BIL,Atlanta,Billings,2421808.17,35.135816905690845,0.839338251935002,71.88823031329382,49.65019150440324,MAINTAIN
ATL-SLC,Atlanta,Salt Lake City,3407204.04,39.436010577435695,0.8452963234694709,-11.463785243964207,49.519852316597415,MAINTAIN
MIA-DEN,Miami,Denver,3068566.8,38.99738511354196,0.8196470910085719,56.207180049328585,49.37857144188595,MAINTAIN
PDX-DEN,Portland,Denver,2804289.600000001,40.30973828557763,0.8450370638220936,5.0712530712530715,49.20463421930663,MAINTAIN
PDX-ATL,Portland,Atlanta,4007724.8000000007,38.04541824754866,0.8331091180866965,47.80577750460971,49.16879641877739,MAINTAIN
DFW-DTW,Dallas/Fort Worth,Detroit,1226329.12,27.00704486801562,0.8283037291918535,203.7885662431942,48.824963950226206,MAINTAIN
DFW-GEG,Dallas/Fort Worth,Spokane,4234697.719999999,45.246291509506754,0.7701999688898875,63.69313113291704,48.74825423375828,MAINTAIN
LAS-ATL,Las Vegas,Atlanta,3881807.54,40.44543943583996,0.8045155590458427,43.16807738814994,48.54972535936925,MAINTAIN
BIL-SEA,Billings,Seattle-Tacoma,1138756.5099999998,29.466533551580653,0.8227057216329154,163.2065559991595,48.54853913127751,MAINTAIN
ORD-SLC,Chicago O'Hare,Salt Lake City,2835833.71,40.125326752118426,0.8262892022732057,10.340104998858708,48.544816949763245,MAINTAIN
FAR-ORD,Fargo,Chicago O'Hare,1306155.0,36.93553951125862,0.8654062064939148,-22.795153564384332,48.50978719190113,MAINTAIN
ORD-SEA,Chicago O'Hare,Seattle-Tacoma,2485921.6999999997,31.73931810278396,0.8296747967479675,-20.076819267102668,48.36807206299206,MAINTAIN
ATL-PHX,Atlanta,Phoenix,3450282.09,37.765844223747465,0.8381562009557566,0.7051957526140876,47.99310784670907,MAINTAIN
ATL-MSP,Atlanta,Minneapolis,1640003.9900000002,34.99197725527012,0.829362219619854,72.59195649062545,47.85738351173025,MAINTAIN
DEN-GEG,Denver,Spokane,2351034.37,43.95611448294078,0.7908333333333334,23.789577430085007,47.79113631610918,MAINTAIN
ATL-SEA,Atlanta,Seattle-Tacoma,4463363.409999999,39.84605126831706,0.7432094594594595,22.755788753279344,47.6213389634642,MAINTAIN
TUL-DEN,Tulsa,Denver,1247470.09,37.00080029830093,0.8270253771692684,46.248959695636664,47.53353454707096,MAINTAIN
DFW-MSP,Dallas/Fort Worth,Minneapolis,2310176.850000001,43.85897038833517,0.8134393971111576,-18.32937826293308,47.365522090469064,MAINTAIN
TUL-ATL,Tulsa,Atlanta,1867684.42,36.8194202031423,0.8069760615745875,73.0311670435552,47.30584615844495,MAINTAIN
TUL-SEA,Tulsa,Seattle-Tacoma,3359362.4400000004,40.77953022992735,0.8238796129307503,-21.00559667810074,47.283275313193364,MAINTAIN
DFW-ORD,Dallas/Fort Worth,Chicago O'Hare,1566324.4099999997,33.667593106091786,0.7931153979438604,20.524928618493302,47.25667818181303,MAINTAIN
PHX-DEN,Phoenix,Denver,1231239.25,33.971133728620345,0.8337625432910043,61.46465635402388,47.188182483793256,MAINTAIN
DTW-SEA,Detroit,Seattle-Tacoma,4652250.719999999,42.4957117999248,0.8010120473249176,-1.5071018106906646,47.142389994434225,MAINTAIN
ORD-SFO,Chicago O'Hare,San Francisco,3342203.42,40.68377046398437,0.8420915441559795,-53.36273428886439,47.11698856399727,MAINTAIN
DFW-MIA,Dallas/Fort Worth,Miami,2192029.54,40.46186702149966,0.8292945981917481,-31.623430962343097,47.11419903836772,MAINTAIN
MIA-ORD,Miami,Chicago O'Hare,3275273.25,43.75171683610578,0.8146611893271647,-47.08535347840794,47.10338682353358,MAINTAIN
BIL-DEN,Billings,Denver,1093042.25,33.09607774255808,0.8594731663008099,18.1484115694642,46.84641743003886,MAINTAIN
SLC-ATL,Salt Lake City,Atlanta,3239443.1899999995,39.46045929296287,0.7684126807975438,95.2528044220452,46.68018567881314,MAINTAIN
MSP-DEN,Minneapolis,Denver,1572862.4799999995,40.21689289044486,0.7857533622065193,80.91244548809125,46.64667904042754,MAINTAIN
BOS-SEA,Boston,Seattle-Tacoma,4750276.26,37.736638246823496,0.8350496161767459,-9.49836423118866,46.504257582642545,MAINTAIN
ATL-BOI,Atlanta,Boise,4823750.649999999,43.75493770266917,0.796991328347275,-17.31401777591154,46.384502298124985,MAINTAIN
SEA-PHX,Seattle-Tacoma,Phoenix,2724312.2600000007,40.24235416289956,0.8151040126195406,-19.83059292476333,46.33659657144186,MAINTAIN
DEN-LAS,Denver,Las Vegas,900169.79,29.012006284658803,0.8653349850314855,45.66614308153649,46.23614612888286,MAINTAIN
MCI-ATL,Kansas City,Atlanta,1661672.0700000003,32.67390598778416,0.8181742099625067,88.37765957446808,46.23279351649264,MAINTAIN
LAX-DEN,Los Angeles,Denver,2404595.2,44.05609848676747,0.7894661190965092,-1.5597106079113032,46.031118597284845,MAINTAIN
ORD-TUL,Chicago O'Hare,Tulsa,776878.3,27.9819786701635,0.8468328414839797,97.94311833417979,45.942208105028605,MAINTAIN
BIL-DFW,Billings,Dallas/Fort Worth,2356801.46,39.78039379540749,0.8345771924323194,-50.323974082073434,45.6434890340782,MAINTAIN
LAX-JFK,Los Angeles,New York JFK,5629708.599999999,53.67362873626833,0.7745209176788124,-7.867231638418079,45.551784216443714,MAINTAIN
LAX-DFW,Los Angeles,Dallas/Fort Worth,2475162.4800000004,35.645425864455014,0.8110226128353016,56.42365536579148,45.425145377951445,MAINTAIN
BOI-SEA,Boise,Seattle-Tacoma,1024886.87,38.00441048892005,0.8084079663027032,18.00727107475574,45.37462726553316,MAINTAIN
SFO-ATL,San Francisco,Atlanta,4202958.420000001,38.6452879897373,0.7684252310833034,84.70277946845202,45.28649051066,MAINTAIN
MIA-DFW,Miami,Dallas/Fort Worth,2195708.25,36.29193561659279,0.855832159721647,-67.57835895388301,45.080312834822244,MAINTAIN
SFO-DFW,San Francisco,Dallas/Fort Worth,3271751.99,39.41327431597784,0.808250932666884,-6.362645653449577,44.94445907596205,MAINTAIN
JFK-ATL,New York JFK,Atlanta,2016452.37,39.0631671854516,0.80033717433999,-18.747598924318094,44.731279489172685,MAINTAIN
IAH-ORD,Houston,Chicago O'Hare,2404241.26,39.206499379569664,0.8009305417082087,17.98736562119029,44.61688754058724,MAINTAIN
DEN-STL,Denver,St. Louis,2506290.9400000004,41.775148990624885,0.749934997399896,79.99268916778361,44.59463025776951,MAINTAIN
MIA-SEA,Miami,Seattle-Tacoma,5783395.880000001,40.1704814386801,0.8000895789787996,-28.230240549828178,44.51563948677364,MAINTAIN
MSP-ORD,Minneapolis,Chicago O'Hare,908308.5799999998,41.676437610501104,0.822487922705314,-64.71748878923766,44.31259247009442,MAINTAIN
SLC-BOI,Salt Lake City,Boise,967976.63,45.99757763685199,0.814992232004143,5.796301407673199,44.12978631877655,MAINTAIN
LAX-LAS,Los Angeles,Las Vegas,598418.05,47.11024002132241,0.777027027027027,68.97524287057348,44.12377382775722,MAINTAIN
SEA-SLC,Seattle-Tacoma,Salt Lake City,1514368.3400000003,31.97994038686937,0.8409474815724816,-3.783222231841399,44.08393665393622,MAINTAIN
ORD-IAH,Chicago O'Hare,Houston,2436340.55,41.84653840367918,0.7859320046893318,1.1145104895104896,44.032552199363536,MAINTAIN
ATL-ORD,Atlanta,Chicago O'Hare,1808213.51,36.54306634378078,0.7332669593157443,33.94129381590197,44.02778215592929,MAINTAIN
LAX-ATL,Los Angeles,Atlanta,3941062.37,39.833977862365984,0.8198821886196636,-57.87200345547476,44.026672060298736,MAINTAIN
MCI-DFW,Kansas City,Dallas/Fort Worth,1219736.9900000002,34.87583089604742,0.8320661438799863,-5.531720675490644,43.95310064924048,MAINTAIN
DFW-BIL,Dallas/Fort Worth,Billings,2238862.62,36.581787083385855,0.8088537699923839,12.95331041366308,43.77516485416291,MONITOR
JFK-ORD,New York JFK,Chicago O'Hare,1852235.4199999997,37.34586658854602,0.7744664989283384,45.047970479704794,43.42673487332876,MONITOR
DTW-DEN,Detroit,Denver,2194761.6500000004,34.88155176323604,0.8271371769383697,-6.584645669291339,43.315086373119996,MONITOR
SLC-DEN,Salt Lake City,Denver,1106186.4699999995,35.40430288074977,0.8079700406744432,18.18980667838313,43.305465766851384,MONITOR
MSP-SEA,Minneapolis,Seattle-Tacoma,1970348.18,33.157547934573564,0.8054924780017031,54.15282392026578,43.05083358409168,MONITOR
DEN-SLC,Denver,Salt Lake City,934208.88,34.913299072358875,0.8035669586983729,26.738830032243204,42.90804433460205,MONITOR
DEN-IAH,Denver,Houston,2072255.4199999997,36.46375192991677,0.8260257739594135,-26.468307128252132,42.86121057289182,MONITOR
SEA-MIA,Seattle-Tacoma,Miami,6415226.58,44.142201815766455,0.7597482421202734,-31.424138163664576,42.84602101073872,MONITOR
ORD-MCI,Chicago O'Hare,Kansas City,1092932.1,36.91517149836064,0.7905797677747733,30.10698930106989,42.746745056480606,MONITOR
ATL-TUL,Atlanta,Tulsa,1452061.0499999998,36.794954966959175,0.7777420736932305,43.447749809305876,42.53770215851617,MONITOR
SEA-BIL,Seattle-Tacoma,Billings,1119364.59,30.662858394862376,0.8001882845188284,75.30224525043178,42.36917843943593,MONITOR
ATL-JFK,Atlanta,New York JFK,1215319.4900000002,28.23681193350645,0.8171399441129824,52.403035413153454,42.328166735123,MONITOR
DEN-DFW,Denver,Dallas/Fort Worth,1136238.37,29.520816884971214,0.7867712570211117,-2.188313224509108,42.156702102081624,MONITOR
ORD-PDX,Chicago O'Hare,Portland,3802054.9,40.65738252737858,0.7923494046917364,-27.956777996070727,42.12781130708648,MONITOR
MCI-DEN,Kansas City,Denver,656634.7899999998,26.677775696313688,0.7916768891069677,159.44279515871202,41.92367879765186,MONITOR
SEA-SFO,Seattle-Tacoma,San Francisco,1575993.4099999997,35.588194909211175,0.8124114154376556,-31.95561273721454,41.892391573108895,MONITOR
DEN-ORD,Denver,Chicago O'Hare,1735137.61,35.32654508303407,0.744970906068163,-4.85522404491908,41.68519109911729,MONITOR
SLC-ORD,Salt Lake City,Chicago O'Hare,2257682.2700000005,32.65781214625594,0.8189367271414387,-1.106259097525473,41.65001332858539,MONITOR
IAH-SEA,Houston,Seattle-Tacoma,2303589.159999999,32.68263428856229,0.8080516845533664,22.68377555458895,41.50461091061264,MONITOR
SEA-FAR,Seattle-Tacoma,Fargo,2467480.3,38.50742950407715,0.7602978187919464,27.9510556621881,41.449383271666775,MONITOR
LAX-SEA,Los Angeles,Seattle-Tacoma,2276684.5,34.25941314256525,0.8149373504153175,-22.682036228252308,41.34534685283307,MONITOR
ATL-OMA,Atlanta,Omaha,2398911.5899999994,36.5809731001149,0.7792872345242947,34.47028928850664,41.332267554385524,MONITOR
JFK-DFW,New York JFK,Dallas/Fort Worth,2655525.0,36.08925426348157,0.8130534398414763,-58.75,41.33167573023414,MONITOR
JFK-SFO,New York JFK,San Francisco,3683011.81,42.69679911203741,0.7957654520582017,10.657520495231722,41.10827567943602,MONITOR
ORD-MIA,Chicago O'Hare,Miami,2491157.47,38.00683294333759,0.717990180798005,118.49802371541503,40.925682195379366,MONITOR
OMA-ORD,Omaha,Chicago O'Hare,921885.98,31.029954550169585,0.8007766083856731,65.33091568449683,40.68186611668618,MONITOR
ORD-BOS,Chicago O'Hare,Boston,1524218.5700000003,36.866380144225324,0.8224398552267405,-70.43666937889883,40.64098816147126,MONITOR
DFW-FAR,Dallas/Fort Worth,Fargo,1713787.84,30.242897880707275,0.8126415444588825,29.436605211659284,40.54852229792336,MONITOR
ORD-DFW,Chicago O'Hare,Dallas/Fort Worth,1188044.8800000004,28.02853143866613,0.8069390740934267,-57.88447909284196,40.53166002842188,MONITOR
PHX-ORD,Phoenix,Chicago O'Hare,1987059.32,32.84189426291796,0.8196454413892909,-25.665740892011108,40.42947661924546,MONITOR
DFW-ATL,Dallas/Fort Worth,Atlanta,1004417.9699999996,24.12873458546109,0.8006852781995872,-5.630079310682463,40.24330050080502,MONITOR
BIL-ORD,Billings,Chicago O'Hare,2395048.22,36.94679744526817,0.7886723973256925,-18.594563331405435,40.16541860204016,MONITOR
ORD-LAX,Chicago O'Hare,Los Angeles,3816003.53,44.24544459625744,0.7541809904301775,-47.66817994222039,40.06300859590103,MONITOR
DEN-PDX,Denver,Portland,1416321.92,29.93278919494052,0.8554066842655775,-50.38155136268344,39.81579159677469,MONITOR
OMA-ATL,Omaha,Atlanta,1185589.4699999995,31.186450433849828,0.8200246505651273,-5.267175572519084,39.75738112734412,MONITOR
ORD-MSP,Chicago O'Hare,Minneapolis,601788.5999999999,28.929572002381665,0.7730203457827872,131.3561762165275,39.75405642591572,MONITOR
MCI-ORD,Kansas City,Chicago O'Hare,1226387.5599999998,37.75802006461342,0.7890387363946202,-39.896883766775346,39.542162190974544,MONITOR
ATL-FAR,Atlanta,Fargo,2213972.71,39.25078869439818,0.7554492836911457,-7.344694887300715,39.498940721870724,MONITOR
BOI-ORD,Boise,Chicago O'Hare,2361382.66,34.13320446862694,0.8095794871794871,-30.140605027694928,39.48367466705747,MONITOR
BOI-DFW,Boise,Dallas/Fort Worth,2441129.0600000005,34.89877356739085,0.7952429609445958,-14.265271442625881,39.32160980319972,MONITOR
MCI-SEA,Kansas City,Seattle-Tacoma,1964646.76,30.541887145285973,0.7758071850841292,70.21393307734503,39.19363984963159,MONITOR
PHX-ATL,Phoenix,Atlanta,2745961.6899999995,33.1991644816794,0.7948111060537096,-14.802494802494802,39.07278056352552,MONITOR
DEN-PHX,Denver,Phoenix,932786.1800000002,29.52830050647041,0.8431332000643368,-53.86204047914085,38.92680692626201,MONITOR
SEA-TUL,Seattle-Tacoma,Tulsa,2250180.55,30.85365341930301,0.7964853556485356,14.156917462702587,38.81706056580284,MONITOR
FAR-DFW,Fargo,Dallas/Fort Worth,1557242.0199999996,29.526481769313435,0.8240754802946313,-22.924153584263287,38.54132190057737,MONITOR
SEA-MSP,Seattle-Tacoma,Minneapolis,2473808.13,38.46532882584228,0.7554594149155336,-2.5501843506759525,38.506901658099146,MONITOR
ORD-PHX,Chicago O'Hare,Phoenix,2431857.01,31.118510572016586,0.812678622463561,-23.999056084323133,38.48539602910967,MONITOR
IAH-DEN,Houston,Denver,1936887.1899999997,37.625044512612135,0.7912549191080017,-54.9552741121247,38.41512068146954,MONITOR
TUL-DFW,Tulsa,Dallas/Fort Worth,792557.1999999997,38.96274509614025,0.7125076693838198,77.22371967654986,38.224280539225774,MONITOR
LAS-ORD,Las Vegas,Chicago O'Hare,2168815.39,29.930793177420707,0.8069400630914827,-1.8256918628665841,38.19825662616233,MONITOR
OMA-DFW,Omaha,Dallas/Fort Worth,1002077.6999999996,29.17844397786753,0.8337329966258515,-26.92873171864118,38.134494216803475,MONITOR
DEN-DTW,Denver,Detroit,2049728.84,30.27717649403256,0.8159502055353072,-19.14150237085101,38.04715234041196,MONITOR
DEN-LAX,Denver,Los Angeles,1307453.7700000005,30.180043586648324,0.8132735002361833,-10.62919975565058,37.964734987052516,MONITOR
DFW-LAS,Dallas/Fort Worth,Las Vegas,1550567.8500000006,31.241095330032564,0.7871084253663958,15.710439105219553,37.9209405680159,MONITOR
ORD-OMA,Chicago O'Hare,Omaha,1178591.3999999997,36.275697472547584,0.794602322121979,-48.85041422321512,37.8999556543632,MONITOR
DEN-SEA,Denver,Seattle-Tacoma,1822918.62,29.472537649804117,0.7403434888464828,0.4663113818043395,37.80992003801706,MONITOR
DTW-ATL,Detroit,Atlanta,1016600.84,26.212398830338028,0.8129975343430785,24.339998268847918,37.7105327020185,MONITOR
BOS-ORD,Boston,Chicago O'Hare,1916928.8399999996,34.27838020268766,0.7818136317322989,-10.325191068484939,37.422300195489896,MONITOR
FAR-ATL,Fargo,Atlanta,2092528.42,29.739849027028253,0.7841593841688488,26.168999481596682,37.40338882249945,MONITOR
SEA-BOI,Seattle-Tacoma,Boise,881368.47,33.24344420467623,0.7536424654170418,44.60459680560966,37.257814318659506,MONITOR
ATL-SFO,Atlanta,San Francisco,3561125.129999999,36.08572832395471,0.7609541793518054,-17.46976006345429,37.25013544791499,MONITOR
DEN-MIA,Denver,Miami,3444993.290000001,35.04374844646285,0.7723792008025414,-30.360805165210785,36.76836789876414,MONITOR
ATL-MIA,Atlanta,Miami,960707.1399999995,26.55932216889315,0.8214299118033402,-37.03620754012692,36.264902922362694,MONITOR
ATL-BOS,Atlanta,Boston,2192582.46,36.27904900226489,0.7536357873766186,-29.706923146719898,35.32811532384169,MONITOR
DFW-PDX,Dallas/Fort Worth,Portland,2328944.72,29.96481028763985,0.7889337769328264,-8.443549093457126,34.927857535682115,MONITOR
SEA-ORD,Seattle-Tacoma,Chicago O'Hare,2151336.329999999,29.013539406893152,0.7186580938279618,-8.156642146257031,34.813609034036496,MONITOR
SEA-MCI,Seattle-Tacoma,Kansas City,1085934.6999999993,21.060906295595903,0.7825764321757198,99.42252165543792,34.48957902994739,MONITOR
DEN-OMA,Denver,Omaha,1163052.17,32.92794984766495,0.7777464937441709,-28.987993138936535,34.45810203628973,MONITOR
DEN-FAR,Denver,Fargo,959423.4700000002,23.300340624966687,0.8239931964352155,-10.942824687618327,34.39259542915734,MONITOR
ORD-LAS,Chicago O'Hare,Las Vegas,1887136.470000001,28.31615504037529,0.7852540272614622,-8.305479590803202,34.29484420226155,MONITOR
SEA-STL,Seattle-Tacoma,St. Louis,2314054.0,33.09638680230821,0.731949715370019,26.73007995588641,34.28776182304539,CUT / RESTRUCTURE
DEN-BOI,Denver,Boise,993753.2799999998,30.608137124297404,0.7666620638865875,9.64277093893314,34.094077089787675,CUT / RESTRUCTURE
DFW-SLC,Dallas/Fort Worth,Salt Lake City,1446883.31,29.351571137395084,0.792919663749025,-47.94164915317097,33.93862928389327,CUT / RESTRUCTURE
ORD-BIL,Chicago O'Hare,Billings,855381.5,17.931570268552708,0.7680620761606677,167.55115808410164,33.64338847539038,CUT / RESTRUCTURE
ATL-DTW,Atlanta,Detroit,740049.22,26.500684058916296,0.8130259467040674,-58.15659955257271,33.6179294902221,CUT / RESTRUCTURE
DEN-SFO,Denver,San Francisco,1510525.1900000004,32.90121898606225,0.7634560906515581,-40.16863801381895,33.29205627862937,CUT / RESTRUCTURE
LAS-DFW,Las Vegas,Dallas/Fort Worth,1942554.470000001,30.24600441672082,0.7660655276664557,-16.464260929909784,33.201902628809584,CUT / RESTRUCTURE
STL-ATL,St. Louis,Atlanta,765419.75,27.03430166662487,0.8055208704958973,-62.57545271629779,33.11144774297251,CUT / RESTRUCTURE
STL-DEN,St. Louis,Denver,881403.2399999998,27.922667964304576,0.7386149682278184,78.49334600760456,33.08926796772971,CUT / RESTRUCTURE
MIA-ATL,Miami,Atlanta,861984.5099999998,21.857912873376847,0.810626080715148,-9.101981162715166,33.08193831329304,CUT / RESTRUCTURE
DEN-TUL,Denver,Tulsa,881235.8500000001,30.5869131260692,0.7793305320806383,-40.143572305657884,33.07663142667575,CUT / RESTRUCTURE
