origin,dest,quarter,origin_city,dest_city,origin_tier,dest_tier,distance_miles,departures,seats,passengers,load_factor,avg_fare,revenue,op_cost,casm_cents,asm,rpm,rasm_cents,yield_cents_per_mile,operating_profit,operating_margin_pct,route
ORD,DTW,2,Chicago O'Hare,Detroit,hub,spoke,233.8,79,11850,11447,0.966,62.50688006219597,715516.26,280831.8,10.14,2770530.0,2676308.6,25.825970482182107,26.735192645571594,434684.46,60.75116448087427,ORD-DTW
DTW,ORD,2,Detroit,Chicago O'Hare,spoke,hub,233.8,77,12320,10178,0.826,62.50688006219597,636195.03,249591.72,8.67,2880416.0,2379616.4,22.08691487618455,26.735192697444848,386603.31000000006,60.768049382592636,DTW-ORD
ORD,DTW,3,Chicago O'Hare,Detroit,hub,spoke,233.8,88,6688,6487,0.97,62.50688006219597,405482.13,233982.53,14.96,1563654.4000000001,1516660.6,25.93169756693039,26.735192435275234,171499.6,42.29523012518456,ORD-DTW
DTW,ORD,3,Detroit,Chicago O'Hare,spoke,hub,233.8,93,13950,13531,0.97,62.50688006219597,845780.59,336813.86,10.33,3261510.0,3163547.8000000003,25.932178346839347,26.735192368517392,508966.73,60.17715894851642,DTW-ORD
ORD,DTW,4,Chicago O'Hare,Detroit,hub,spoke,233.8,78,5928,4802,0.81,62.50688006219597,300158.04,183738.6,13.26,1385966.4000000001,1122707.6,21.65694925937598,26.735192671716124,116419.43999999997,38.786047510171635,ORD-DTW
DTW,ORD,4,Detroit,Chicago O'Hare,spoke,hub,233.8,91,14560,11886,0.816,62.50688006219597,742956.78,326511.92,9.59,3404128.0,2778946.8000000003,21.825171673920604,26.73519262765304,416444.86000000004,56.052366868500755,DTW-ORD
ORD,PDX,1,Chicago O'Hare,Portland,hub,spoke,1735.0,82,12300,10180,0.828,235.25,2394845.0,1289414.23,6.04,21340500.0,17662300.0,11.22206602469483,13.55907780979827,1105430.77,46.158760587845975,ORD-PDX
PDX,ORD,1,Portland,Chicago O'Hare,spoke,hub,1735.0,85,16065,10652,0.663,238.73,2542951.96,1920128.67,6.89,27872775.0,18481220.0,9.123425851928987,13.759654178674353,622823.29,24.492137476321023,PDX-ORD
ORD,PDX,2,Chicago O'Hare,Portland,hub,spoke,1735.0,82,15498,11764,0.759,287.77,3385326.28,1568006.09,5.83,26889030.0,20410540.0,12.589990341786223,16.586167146974063,1817320.1899999997,53.682275789381215,ORD-PDX
PDX,ORD,2,Portland,Chicago O'Hare,spoke,hub,1735.0,78,5928,4262,0.719,173.56,739712.72,813905.86,7.91,10285080.0,7394570.0,7.192094956966791,10.003458213256483,-74193.14000000001,-10.029993806244136,PDX-ORD
ORD,PDX,3,Chicago O'Hare,Portland,hub,spoke,1735.0,92,13800,11051,0.801,182.37,2015370.87,1472351.93,6.15,23943000.0,19173485.0,8.417369878461347,10.511239193083574,543018.9400000002,26.943871625970267,ORD-PDX
PDX,ORD,3,Portland,Chicago O'Hare,spoke,hub,1735.0,81,12150,11785,0.97,243.95,2874950.75,1169499.26,5.55,21080250.0,20446975.0,13.638124547858776,14.060518731988472,1705451.49,59.32106802177394,PDX-ORD
ORD,PDX,4,Chicago O'Hare,Portland,hub,spoke,1735.0,62,9300,7334,0.789,212.15,1555908.1,1219623.1,7.56,16135500.0,12724490.0,9.64276347184779,12.227665706051875,336285.0,21.6134230549992,ORD-PDX
PDX,ORD,4,Portland,Chicago O'Hare,spoke,hub,1735.0,62,9300,5358,0.576,252.07,1350591.06,809845.48,5.02,16135500.0,9296130.0,8.370308078460537,14.528530259365995,540745.5800000001,40.03769875390705,PDX-ORD
ORD,SLC,1,Chicago O'Hare,Salt Lake City,hub,spoke,1246.9,79,12640,8762,0.693,157.55,1380453.1,1109656.89,7.04,15760816.000000002,10925337.8,8.758766678070474,12.635335632368271,270796.2100000002,19.61647302613904,ORD-SLC
SLC,ORD,1,Salt Lake City,Chicago O'Hare,spoke,hub,1246.9,89,13350,10305,0.772,138.41,1426315.05,1172392.62,7.04,16646115.000000002,12849304.500000002,8.568456063171496,11.100328815462346,253922.42999999993,17.80268882390324,SLC-ORD
ORD,SLC,2,Chicago O'Hare,Salt Lake City,hub,spoke,1246.9,67,10720,9187,0.857,172.23,1582277.01,1034213.11,7.74,13366768.000000002,11455270.3,11.837394125490917,13.812655385355683,548063.9,34.63767068194968,ORD-SLC
SLC,ORD,2,Salt Lake City,Chicago O'Hare,spoke,hub,1246.9,74,13986,11553,0.826,144.49,1669292.97,1157698.93,6.64,17439143.400000002,14405435.700000001,9.572104155069908,11.587938086454406,511594.04000000004,30.647348859319766,SLC-ORD
ORD,SLC,3,Chicago O'Hare,Salt Lake City,hub,spoke,1246.9,75,12000,11640,0.97,173.39,2018259.6,1121820.2,7.5,14962800.000000002,14513916.000000002,13.488515518485844,13.905686101531797,896439.4000000001,44.4164566342209,ORD-SLC
SLC,ORD,3,Salt Lake City,Chicago O'Hare,spoke,hub,1246.9,81,15309,13316,0.87,174.01,2317117.16,1414740.31,7.41,19088792.1,16603720.4,12.138626414187831,13.955409415350067,902376.8500000001,38.94394576060194,SLC-ORD
ORD,SLC,4,Chicago O'Hare,Salt Lake City,hub,spoke,1246.9,81,12150,9668,0.796,215.81,2086451.08,965916.88,6.38,15149835.000000002,12055029.200000001,13.77210431664767,17.307723153420483,1120534.2000000002,53.705270674259,ORD-SLC
SLC,ORD,4,Salt Lake City,Chicago O'Hare,spoke,hub,1246.9,85,12750,10191,0.799,147.23,1500420.93,910631.98,5.73,15897975.000000002,12707157.9,9.43781160808216,11.807683053973854,589788.95,39.3082326570851,SLC-ORD
ORD,STL,1,Chicago O'Hare,St. Louis,hub,spoke,258.3,74,5624,4240,0.754,68.1,288744.0,177295.97,12.21,1452679.2,1095192.0,19.876652739297157,26.364692218350754,111448.03,38.597522372759265,ORD-STL
STL,ORD,1,St. Louis,Chicago O'Hare,spoke,hub,258.3,102,15300,10327,0.675,62.873952292893605,649299.31,387718.43,9.81,3951990.0,2667464.1,16.429679984008057,24.3414451201049,261580.88000000006,40.28664068655795,STL-ORD
ORD,STL,2,Chicago O'Hare,St. Louis,hub,spoke,258.3,75,11250,8320,0.74,62.873952292893605,523111.28,320294.39,11.02,2905875.0,2149056.0,18.001850733427972,24.341444801810656,202816.89,38.77127061760167,ORD-STL
STL,ORD,2,St. Louis,Chicago O'Hare,spoke,hub,258.3,82,15498,11334,0.731,62.873952292893605,712613.38,424371.77,10.6,4003133.4000000004,2927572.2,17.801389781314807,24.341445105948196,288241.61,40.448526240133184,STL-ORD
ORD,STL,3,Chicago O'Hare,St. Louis,hub,spoke,258.3,78,5928,5401,0.911,62.873952292893605,339582.22,241209.11,15.76,1531202.4000000001,1395078.3,22.177487443854577,24.341445207770775,98373.10999999999,28.968863564176,ORD-STL
STL,ORD,3,St. Louis,Chicago O'Hare,spoke,hub,258.3,81,15309,14849,0.97,62.873952292893605,933615.32,356817.13,9.02,3954314.7,3835496.7,23.61004095096427,24.341445007630952,576798.19,61.78114022379153,STL-ORD
ORD,STL,4,Chicago O'Hare,St. Louis,hub,spoke,258.3,102,19278,14739,0.765,62.873952292893605,926699.18,571629.7,11.48,4979507.4,3807083.7,18.61025811508986,24.341444870255938,355069.4800000001,38.31550600918845,ORD-STL
STL,ORD,4,St. Louis,Chicago O'Hare,spoke,hub,258.3,91,14560,12366,0.849,62.873952292893605,777499.29,336178.6,8.94,3760848.0,3194137.8000000003,20.673510070069305,24.341444818066396,441320.69000000006,56.761555370680796,STL-ORD
ORD,MCI,1,Chicago O'Hare,Kansas City,hub,spoke,402.0,72,13608,10001,0.735,71.2,712071.2,557828.99,10.2,5470416.0,4020402.0,13.01676508696962,17.71144278606965,154242.20999999996,21.66106563500953,ORD-MCI
MCI,ORD,1,Kansas City,Chicago O'Hare,spoke,hub,402.0,96,18144,13189,0.727,65.03053591783232,857687.74,657358.08,9.01,7293888.0,5301978.0,11.758992460536822,16.176750261883395,200329.66000000003,23.35694573411998,MCI-ORD
ORD,MCI,2,Chicago O'Hare,Kansas City,hub,spoke,402.0,78,5928,4515,0.762,65.03053591783232,293612.87,265866.86,11.16,2383056.0,1815030.0,12.32085481835089,16.1767502465524,27746.01000000001,9.44986164945699,ORD-MCI
MCI,ORD,2,Kansas City,Chicago O'Hare,spoke,hub,402.0,88,14080,11356,0.807,74.85,849996.6,590245.6,10.43,5660160.0,4565112.0,15.017183259837177,18.619402985074625,259751.0,30.559063412724242,MCI-ORD
ORD,MCI,3,Chicago O'Hare,Kansas City,hub,spoke,402.0,92,13800,12235,0.887,65.58,802371.3,500377.41,9.02,5547600.0,4918470.0,14.463394981613673,16.313432835820898,301993.8900000001,37.63767348109287,ORD-MCI
MCI,ORD,3,Kansas City,Chicago O'Hare,spoke,hub,402.0,77,11550,10589,0.917,79.91,846166.99,392097.77,8.44,4643100.0,4256778.0,18.224181904331157,19.878109452736318,454069.22,53.661892435676315,MCI-ORD
ORD,MCI,4,Chicago O'Hare,Kansas City,hub,spoke,402.0,106,16960,13012,0.767,88.58,1152602.96,543652.97,7.97,6817920.0,5230824.0,16.90549258424857,22.034825870646767,608949.99,52.832589463417655,ORD-MCI
MCI,ORD,4,Kansas City,Chicago O'Hare,spoke,hub,402.0,72,10800,7927,0.734,87.57,694167.39,381929.71,8.8,4341600.0,3186654.0,15.98874585406302,21.78358208955224,312237.68,44.980171137108584,MCI-ORD
ORD,OMA,1,Chicago O'Hare,Omaha,hub,spoke,415.1,95,14250,10743,0.754,97.26,1044864.18,502653.9,8.5,5915175.0,4459419.3,17.664129632682045,23.430498675018068,542210.28,51.89289578287581,ORD-OMA
