origin,dest,route,origin_city,dest_city,origin_tier,dest_tier,distance_miles,departures,seats,passengers,revenue,op_cost,asm,rpm,load_factor,rasm_cents,yield_cents_per_mile,operating_profit,operating_margin_pct,seasonality_index,q1_to_q4_growth_pct,network_value,score_margin,score_load_factor,score_growth,score_network_value,route_health_score,recommendation
DEN,JFK,DEN-JFK,Denver,New York JFK,hub,spoke,1621.5,321,52041,41551,9137057.51,4751181.029999999,84384481.5,67374946.5,0.7984281624104071,10.827888431121073,13.561506145314713,4385876.48,48.00097268951086,0.4555365695169791,-9.574851378130067,0.5091,0.6586101684802066,0.5384668269528954,0.15890007117902694,0.5255579553635708,50.86744816706476,MAINTAIN
TUL,ORD,TUL-ORD,Tulsa,Chicago O'Hare,spoke,hub,585.2,320,50812,42047,4187473.4,2375457.2800000003,29735182.4,24605904.4,0.8275013776273321,14.082554946762324,17.018164957188077,1812016.12,43.27230162226224,1.2201583941779437,11.7603550295858,0.4778,0.571684180053128,0.6659779780238188,0.21460274205163313,0.45044396448284124,50.565530960995865,MAINTAIN
DEN,BIL,DEN-BIL,Denver,Billings,hub,spoke,455.3,398,60680,49207,4298038.27,2403382.56,27627604.0,22403947.1,0.8109261700725116,15.557043129762535,19.18429038783081,1894655.7099999995,44.08187156509428,0.3493811856036742,35.346112886048985,0.4757,0.5865663036943639,0.5932813815591715,0.2761812279614026,0.44540436765058783,50.49937676074071,MAINTAIN
DFW,BOI,DFW-BOI,Dallas/Fort Worth,Boise,hub,spoke,1270.2,297,40146,34338,5550674.52,3537236.66,50993449.2,43616127.6,0.8553280526079808,10.885073685111694,12.726197453622634,2013437.8599999996,36.2737511043973,0.6772671675694566,51.82639434406913,0.4725,0.4430315601794804,0.7880219738730769,0.3192084983051298,0.43772498200143967,50.37185645013034,MAINTAIN
IAH,ATL,IAH-ATL,Houston,Atlanta,spoke,hub,688.2,344,54040,43985,4838616.68,2663022.27,37190328.0,30270477.0,0.8139341228719467,13.010416794388046,15.984606651556891,2175594.41,44.96314864106986,0.0635671251563032,0.3836203051119636,0.48240000000000005,0.6027666017945817,0.6064738517060473,0.18489998231019777,0.4614830813534917,49.89275623094078,MAINTAIN
GEG,DFW,GEG-DFW,Spokane,Dallas/Fort Worth,spoke,hub,1475.2,340,48706,38387,8646474.15,5073717.46,71851091.2,56628502.4,0.7881369851763643,12.033880078358504,15.268767111171211,3572756.6900000004,41.32038826485129,0.8769635553703077,101.08620689655172,0.48619999999999997,0.5358026405034363,0.49333112919134336,0.44781766539830037,0.47060235181185484,49.78077243506487,MAINTAIN
ORD,FAR,ORD-FAR,Chicago O'Hare,Fargo,hub,spoke,556.3,342,55556,46412,4087367.87,2393040.2,30905802.8,25818995.6,0.8354093167254661,13.225244127940918,15.830855441952204,1694327.67,41.452781444895976,0.4944410928208222,0.2728661864221786,0.4848,0.538236391524119,0.7006611188281017,0.18461082175073248,0.46724262059035265,49.74683937553724,MAINTAIN
PHX,SEA,PHX-SEA,Phoenix,Seattle-Tacoma,spoke,hub,1107.6,348,60523,51238,7676143.48,4617382.35,67035274.8,56751208.8,0.8465872478231417,11.450901787009608,13.525955908801718,3058761.130000001,39.847628408321526,0.592919317693899,-15.668643581404249,0.5058,0.5087292610224099,0.7496859979211552,0.14299019456577433,0.5176385889128869,49.71570311393407,MAINTAIN
ATL,BIL,ATL-BIL,Atlanta,Billings,hub,spoke,1523.0,326,44186,37087,6892704.890000001,4470896.720000001,67295278.0,56483501.0,0.839338251935002,10.242479256865542,12.203041185425104,2421808.17,35.135816905690845,0.5324776875994284,71.88823031329382,0.4953,0.42211319779376927,0.7178928920362933,0.3715866110235422,0.49244060475161977,49.65019150440324,MAINTAIN
ATL,SLC,ATL-SLC,Atlanta,Salt Lake City,hub,spoke,1586.7,358,49068,41477,8639829.41,5232625.37,77856195.6,65811555.9,0.8452963234694709,11.097163614811922,13.12813424914028,3407204.04,39.436010577435695,0.7961038647925356,-11.463785243964207,0.5066,0.5011625924393952,0.7440241800226582,0.15396837942887695,0.519558435325174,49.519852316597415,MAINTAIN
MIA,DEN,MIA-DEN,Miami,Denver,spoke,hub,1708.0,331,43864,35953,7868647.58,4800080.78,74919712.0,61407724.0,0.8196470910085719,10.502773395605152,12.813774990260182,3068566.8,38.99738511354196,0.4563735988651851,56.207180049328585,0.49160000000000004,0.49309944923150156,0.6315301496661201,0.33064600022755014,0.4835613150947924,49.37857144188595,MAINTAIN
PDX,DEN,PDX-DEN,Portland,Denver,spoke,hub,989.7,363,55310,46739,6956853.9,4152564.3,54740307.0,46257588.3,0.8450370638220936,12.708832451378104,15.039378739077067,2804289.600000001,40.30973828557763,0.374419649543208,5.0712530712530715,0.4568,0.5172241123815203,0.7428871026193969,0.19713861080781434,0.400047996160307,49.20463421930663,MAINTAIN
PDX,ATL,PDX-ATL,Portland,Atlanta,spoke,hub,2168.0,344,53520,44588,10534053.73,6526328.93,116031360.0,96666784.0,0.8331091180866965,9.07862644202395,10.897283735021125,4007724.8000000007,38.04541824754866,0.4919709338835561,47.80577750460971,0.47640000000000005,0.475599678238878,0.6905727617636054,0.30871133731060235,0.44708423326133906,49.16879641877739,MAINTAIN
DFW,DTW,DFW-DTW,Dallas/Fort Worth,Detroit,hub,spoke,985.7,334,43012,35627,4540774.92,3314445.8,42396928.400000006,35117533.900000006,0.8283037291918535,10.710150691010908,12.930221503965,1226329.12,27.00704486801562,1.0085609228955568,203.7885662431942,0.4807,0.27268399579929575,0.6694969823992314,0.7159564221181433,0.4574034077273817,48.824963950226206,MAINTAIN
DFW,GEG,DFW-GEG,Dallas/Fort Worth,Spokane,hub,spoke,1475.2,356,57859,44563,9359215.04,5124517.32,85353596.8,65739337.6,0.7701999688898875,10.965226294950934,14.236856320255953,4234697.719999999,45.246291509506754,0.5454749455826583,63.69313113291704,0.48619999999999997,0.6079715469800112,0.4146618256278668,0.3501905718341672,0.47060235181185484,48.74825423375828,MAINTAIN
LAS,ATL,LAS-ATL,Las Vegas,Atlanta,spoke,hub,1742.6,332,50935,40978,9597639.67,5715832.13,88759331.0,71408262.8,0.8045155590458427,10.813105013150674,13.440516956533497,3881807.54,40.44543943583996,0.8548977500122017,43.16807738814994,0.504,0.5197186729989726,0.5651653171686519,0.2966030746457715,0.513318934485241,48.54972535936925,MAINTAIN
BIL,SEA,BIL-SEA,Billings,Seattle-Tacoma,spoke,hub,662.2,346,49776,40951,3864575.75,2725819.24,32961667.200000003,27117752.200000003,0.8227057216329154,11.724454732678083,14.25109176268673,1138756.5099999998,29.466533551580653,0.7586627921174086,163.2065559991595,0.49870000000000003,0.317896166788491,0.6449448858313783,0.6100035516947908,0.5005999520038397,48.54853913127751,MAINTAIN
ORD,SLC,ORD-SLC,Chicago O'Hare,Salt Lake City,hub,spoke,1246.9,302,47510,39257,7067440.79,4231607.08,59240219.00000001,48949553.3,0.8262892022732057,11.93013953915329,14.438213044939063,2835833.71,40.125326752118426,0.2932470642178465,10.340104998858708,0.4917,0.5138341208605787,0.6606615424816471,0.21089470574269967,0.4838012958963282,48.544816949763245,MAINTAIN
